date_time,SoC,state,price
2023-08-02 13:10:00,0.9358333333333422,regd,2.0739
2023-08-02 13:15:00,0.9381944444444533,regd,2.0697
2023-08-02 13:20:00,0.9405555555555637,regd,2.0733
2023-08-02 13:25:00,0.9266666666666749,d,108.8473
2023-08-02 13:30:00,0.912777777777786,d,117.4982
2023-08-02 13:35:00,0.8988888888888972,d,117.0921
2023-08-02 13:40:00,0.9012500000000083,regd,2.0695
2023-08-02 13:45:00,0.9036111111111194,regd,2.0701
2023-08-02 13:50:00,0.9059722222222305,regd,2.7893
2023-08-02 13:55:00,0.9083333333333417,regd,3.9753
2023-08-02 14:00:00,0.9106944444444527,regd,2.0733
2023-08-02 14:05:00,0.9130555555555638,regd,2.4479
2023-08-02 14:10:00,0.915416666666675,regd,2.6181
2023-08-02 14:15:00,0.917777777777786,regd,2.0684
2023-08-02 14:20:00,0.9201388888888972,regd,2.0684
2023-08-02 14:25:00,0.9062500000000083,d,133.2546
2023-08-02 14:30:00,0.8923611111111194,d,139.308
2023-08-02 14:35:00,0.8784722222222305,d,138.4005
2023-08-02 14:40:00,0.8645833333333417,d,157.8258
2023-08-02 14:45:00,0.8506944444444529,d,126.8779
2023-08-02 14:50:00,0.8368055555555636,d,151.1695
2023-08-02 14:55:00,0.8229166666666747,d,143.9691
2023-08-02 15:00:00,0.8090277777777859,d,109.4893
2023-08-02 15:05:00,0.795138888888897,d,127.8096
2023-08-02 15:10:00,0.7812500000000081,d,114.6282
2023-08-02 15:15:00,0.7673611111111193,d,111.8157
2023-08-02 15:20:00,0.7534722222222304,d,151.8398
